epid,country,first_name,last_name,birthdate,gender,eugroup,party
36392,IT,Aldo,PATRICIELLO,1957-09-27,M,PPE,Forza Italia
4270,SE,Marit,PAULSEN,1939-11-24,F,ALDE,Folkpartiet liberalerna
23693,SI,Alojz,PETERLE,1948-07-05,M,PPE,Nova Slovenija - Krščanska ljudska stranka
28341,PL,Mirosław,PIOTROWSKI,1966-01-09,M,ECR,Prawo i Sprawiedliwość
2307,AT,Hubert,PIRKER,1948-10-03,M,PPE,Österreichische Volkspartei
4436,IT,Gianni,PITTELLA,1958-11-19,M,S&D,Partito Democratico
39317,GR,Anni,PODIMATA,1962-10-08,F,S&D,Panhellenic Socialist Movement
2229,DE,Bernd,POSSELT,1956-06-04,M,PPE,Christlich-Soziale Union in Bayern e.V.
1253,DE,Hans-Gert,PÖTTERING,1945-09-15,M,PPE,Christlich Demokratische Union Deutschlands
28370,IT,Vittorio,PRODI,1937-05-19,M,S&D,Partito Democratico
23782,PL,Jacek,PROTASIEWICZ,1967-06-05,M,PPE,Platforma Obywatelska
96994,IT,Fiorello,PROVERA,1946-03-31,M,EFD,Lega Nord
1055,DE,Godelieve,QUISTHOUDT-ROWOHL,1947-06-18,F,PPE,Christlich Demokratische Union Deutschlands
23706,CZ,Miloslav,RANSDORF,1953-02-15,M,GUE/NGL,Komunistická strana Čech a Moravy
1906,DE,Bernhard,RAPKAY,1951-01-08,M,S&D,Sozialdemokratische Partei Deutschlands
28330,CZ,Vladimír,REMEK,1948-09-26,M,GUE/NGL,Komunistická strana Čech a Moravy
28225,DE,Herbert,REUL,1952-08-31,M,PPE,Christlich Demokratische Union Deutschlands
28349,ES,Teresa,RIERA MADURELL,1950-10-13,F,S&D,Partido Socialista Obrero Español
4253,BE,Frédérique,RIES,1959-05-14,F,ALDE,Mouvement Réformateur
96743,FR,Michèle,RIVASI,1953-02-09,F,Verts/ALE,Europe Écologie
97199,IT,Crescenzio,RIVELLINI,1955-07-09,M,PPE,Forza Italia
93624,DE,Ulrike,RODUST,1949-06-04,F,S&D,Sozialdemokratische Partei Deutschlands
28352,CZ,Zuzana,ROITHOVÁ,1953-01-30,F,PPE,Křesťanská a demokratická unie - Československá strana lidová
96990,ES,Carmen,ROMERO LÓPEZ,1946-11-15,F,S&D,Partido Socialista Obrero Español
28409,ES,Raül,ROMEVA i RUEDA,1971-03-12,M,Verts/ALE,Iniciativa per Catalunya Verds
96664,DK,Anna,ROSBACH,1947-02-02,F,ECR,Løsgænger
97196,IT,Oreste,ROSSI,1964-03-24,M,PPE,-
1183,DE,Dagmar,ROTH-BEHRENDT,1953-02-21,F,S&D,Sozialdemokratische Partei Deutschlands
23707,CZ,Libor,ROUČEK,1954-09-04,M,S&D,Česká strana sociálně demokratická
2278,AT,Paul,RÜBIG,1953-05-06,M,PPE,Österreichische Volkspartei
96988,LV,Alfreds,RUBIKS,1935-09-24,M,GUE/NGL,"Politisko partiju apvienība ""Saskaņas centrs"""
4294,DE,Heide,RÜHLE,1948-11-05,F,Verts/ALE,Bündnis 90/Die Grünen
4345,FR,Tokia,SAÏFI,1959-07-11,F,PPE,Union pour un Mouvement Populaire
2002,ES,José Ignacio,SALAFRANCA SÁNCHEZ-NEYRA,1955-05-31,M,PPE,Partido Popular
33989,RO,Daciana Octavia,SÂRBU,1977-01-15,F,S&D,Partidul Social Democrat
4423,IT,Amalia,SARTORI,1947-08-02,F,PPE,Forza Italia
28297,PL,Jacek,SARYUSZ-WOLSKI,1948-09-19,M,PPE,Platforma Obywatelska
96864,IT,David-Maria,SASSOLI,1956-05-30,M,S&D,Partito Democratico
37312,DK,Christel,SCHALDEMOSE,1967-08-04,F,S&D,Socialdemokratiet
28139,SE,Carl,SCHLYTER,1968-01-07,M,Verts/ALE,Miljöpartiet de gröna
4274,SE,Olle,SCHMIDT,1949-07-22,M,ALDE,Folkpartiet liberalerna
1930,DE,Horst,SCHNELLHARDT,1946-05-12,M,PPE,Christlich Demokratische Union Deutschlands
96646,DE,Helmut,SCHOLZ,1954-06-21,M,GUE/NGL,DIE LINKE.
28135,HU,György,SCHÖPFLIN,1939-11-24,M,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
1933,DE,Elisabeth,SCHROEDTER,1959-03-11,F,Verts/ALE,Bündnis 90/Die Grünen
1911,DE,Martin,SCHULZ,1955-12-20,M,S&D,Sozialdemokratische Partei Deutschlands
28223,DE,Andreas,SCHWAB,1973-04-09,M,PPE,Christlich Demokratische Union Deutschlands
96996,IT,Giancarlo,SCOTTÀ,1953-04-11,M,EFD,Lega Nord
28252,AT,Richard,SEEBER,1962-01-15,M,PPE,Österreichische Volkspartei
96789,PL,Joanna,SENYSZYN,1949-02-01,F,S&D,Sojusz Lewicy Demokratycznej
33990,RO,Adrian,SEVERIN,1954-03-28,M,Array,Partidul Social Democrat
23787,PL,Czesław Adam,SIEKIERSKI,1952-10-08,M,PPE,Polskie Stronnictwo Ludowe
96755,IT,Sergio Paolo Francesco,SILVESTRIS,1973-12-22,M,PPE,Forza Italia
1309,GB,Brian,SIMPSON,1953-02-06,M,S&D,Labour Party
96960,GB,Nicole,SINCLAIRE,1968-07-26,F,Array,We Demand a Referendum
96932,DE,Birgit,SIPPEL,1960-01-29,F,S&D,Sozialdemokratische Partei Deutschlands
28380,PL,Marek,SIWIEC,1955-03-13,M,S&D,-
2081,GB,Peter,SKINNER,1959-06-01,M,S&D,Labour Party
28508,GB,Alyn,SMITH,1973-09-15,M,Verts/ALE,Scottish National Party
39724,RO,Csaba,SÓGOR,1964-05-12,M,PPE,Uniunea Democrată Maghiară din România
4282,DE,Renate,SOMMER,1958-09-10,F,PPE,Christlich Demokratische Union Deutschlands
37676,DK,Søren Bo,SØNDERGAARD,1955-08-16,M,GUE/NGL,Folkebevægelsen mod EU
28299,PL,Bogusław,SONIK,1953-12-03,M,PPE,Platforma Obywatelska
97170,ES,Francisco,SOSA WAGNER,1946-06-10,M,Array,"Unión, Progreso y Democracia"
997,IT,Francesco Enrico,SPERONI,1946-10-04,M,EFD,Lega Nord
4751,BE,Bart,STAES,1958-08-07,M,Verts/ALE,Groen
96905,NL,Laurence,J.A.J. STASSEN,1971-02-08,F,Array,Partij voor de Vrijheid
28170,SK,Peter,ŠŤASTNÝ,1956-09-18,M,PPE,Slovenská demokratická a kresťanská únia - Demokratická strana
4546,GB,Struan,STEVENSON,1948-04-04,M,ECR,Conservative Party
4545,GB,Catherine,STIHLER,1973-07-30,F,S&D,Labour Party
96946,NL,Daniël van der,STOEP,1980-09-12,M,Array,Artikel 50
34254,BG,Dimitar,STOYANOV,1983-05-17,M,Array,National-Democratic Party
2037,GB,Robert,STURDY,1944-06-22,M,ECR,Conservative Party
23820,HU,László,SURJÁN,1941-09-07,M,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
2295,AT,Hannes,SWOBODA,1946-11-10,M,S&D,Sozialdemokratische Partei Österreichs
23821,HU,József,SZÁJER,1961-09-07,M,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
28358,PL,Konrad,SZYMAŃSKI,1969-12-06,M,ECR,Prawo i Sprawiedliwość
23808,HU,Csaba Sándor,TABAJDI,1952-06-26,M,S&D,Magyar Szocialista Párt
28316,FI,Hannu,TAKKULA,1963-11-20,M,ALDE,Suomen Keskusta
4521,GB,Charles,TANNOCK,1957-09-25,M,ECR,Conservative Party
29579,BE,Marc,TARABELLA,1963-03-11,M,S&D,Parti Socialiste
1945,IT,Salvatore,TATARELLA,1947-10-11,M,PPE,Futuro e Libertà per l'Italia
96821,PT,Rui,TAVARES,1972-07-29,M,Verts/ALE,Independente
102931,GB,Keith,TAYLOR,1953-08-01,M,Verts/ALE,Green Party
107385,FI,Sampo,TERHO,1977-09-20,M,EFD,Perussuomalaiset
25704,CY,Eleni,THEOCHAROUS,1953-06-24,F,PPE,Democratic Rally
28153,DK,Britta,THOMSEN,1954-01-23,F,S&D,Socialdemokratiet
1832,BE,Marianne,THYSSEN,1956-07-24,F,PPE,Christen-Democratisch & Vlaams
36281,RO,Silvia-Adriana,ŢICĂU,1970-11-14,F,S&D,Partidul Social Democrat
28340,IT,Patrizia,TOIA,1950-03-17,F,S&D,Partito Democratico
39726,RO,László,TŐKÉS,1952-04-01,M,PPE,-
96697,LT,Valdemar,TOMAŠEVSKI,1965-03-03,M,ECR,Lietuvos lenkų rinkimų akcija
96713,CZ,Evžen,TOŠENOVSKÝ,1956-02-26,M,ECR,Občanská demokratická strana
28584,GR,Georgios,TOUSSAS,1954-09-08,M,GUE/NGL,Communist Party of Greece
1129,FR,Catherine,TRAUTMANN,1951-01-15,F,S&D,Parti socialiste
110987,IT,Gino,TREMATERRA,1940-09-03,M,PPE,Unione dei Democratici cristiani e dei Democratici di Centro
97203,ES,Ramon,TREMOSA i BALCELLS,1965-06-30,M,ALDE,Convergència Democràtica de Catalunya
28514,CY,Kyriacos,TRIANTAPHYLLIDES,1944-09-03,M,GUE/NGL,Progressive Party of Working People - Left - New Forces
28240,DE,Helga,TRÜPEL,1958-07-21,F,Verts/ALE,Bündnis 90/Die Grünen
96773,PL,Rafał,TRZASKOWSKI,1972-01-17,M,PPE,Platforma Obywatelska
96898,GR,Ioannis,A. TSOUKALAS,1941-07-03,M,PPE,Nea Demokratia
4432,LU,Claude,TURMES,1960-11-26,M,Verts/ALE,Déi Gréng - Les Verts
96672,SE,Marita,ULVSKOG,1951-09-04,F,S&D,Arbetarepartiet- Socialdemokraterna
96835,RO,Traian,UNGUREANU,1958-03-01,M,PPE,Partidul Democrat-Liberal
38601,BG,Vladimir,URUTCHEV,1954-10-01,M,PPE,Citizens for European Development of Bulgaria
96845,RO,Corneliu,VADIM TUDOR,1949-11-28,M,Array,Partidul România Mare
28617,LV,Inese,VAIDERE,1952-09-03,F,PPE,Vienotība
37324,RO,Adina-Ioana,VĂLEAN,1968-02-16,F,ALDE,Partidul Naţional Liberal
5729,BE,Kathleen,VAN BREMPT,1969-11-18,F,S&D,Socialistische Partij.Anders
1956,BE,Frank,VANHECKE,1959-05-30,M,EFD,Onafhankelijk
4513,GB,Geoffrey,VAN ORDEN,1945-04-10,M,ECR,Conservative Party
4398,IT,Gianni,VATTIMO,1936-01-04,M,ALDE,Italia dei Valori - Lista Di Pietro (Indipendente)
4308,ES,Alejo,VIDAL-QUADRAS,1945-05-20,M,PPE,Partido Popular
2212,FR,Philippe de,VILLIERS,1949-03-25,M,EFD,Mouvement pour la France
28323,CZ,Oldřich,VLASÁK,1955-11-26,M,ECR,Občanská demokratická strana
5737,FR,Dominique,VLASTO,1946-08-14,F,PPE,Union pour un Mouvement Populaire
96761,DE,Axel,VOSS,1963-04-07,M,PPE,Christlich Demokratische Union Deutschlands
2155,GB,Sir Graham,WATSON,1956-03-23,M,ALDE,Liberal Democrats Party
2319,FR,Henri,WEBER,1944-06-24,M,S&D,Parti socialiste
28229,DE,Manfred,WEBER,1972-07-14,M,PPE,Christlich-Soziale Union in Bayern e.V.
39713,RO,Renate,WEBER,1955-08-03,F,ALDE,Partidul Naţional Liberal
1907,DE,Barbara,WEILER,1946-09-17,F,S&D,Sozialdemokratische Partei Deutschlands
97016,AT,Angelika,WERTHMANN,1963-11-07,F,ALDE,-
28130,SE,Åsa,WESTLUND,1976-05-19,F,S&D,Arbetarepartiet- Socialdemokraterna
2323,DE,Rainer,WIELAND,1957-02-19,M,PPE,Christlich Demokratische Union Deutschlands
96677,SE,Cecilia,WIKSTRÖM,1965-10-17,F,ALDE,Folkpartiet liberalerna
35743,GB,Glenis,WILLMOTT,1951-03-04,F,S&D,Labour Party
23784,PL,Janusz,WOJCIECHOWSKI,1954-12-06,M,ECR,Prawo i Sprawiedliwość
28167,NL,Corien,WORTMANN-KOOL,1959-06-27,F,PPE,Christen Democratisch Appèl
28278,ES,Luis,YÁÑEZ-BARNUEVO GARCÍA,1943-04-12,M,S&D,Partido Socialista Obrero Español
23894,SK,Anna,ZÁBORSKÁ,1948-06-07,F,PPE,Kresťanskodemokratické hnutie
23712,CZ,Jan,ZAHRADIL,1963-03-20,M,ECR,Občanská demokratická strana
96778,PL,Artur,ZASADA,1969-06-05,M,ECR,Polska Razem Jarosława Gowina
28619,LV,Tatjana,ŽDANOKA,1950-05-08,F,Verts/ALE,Par cilvēka tiesībām vienotā Latvijā
96762,DE,Joachim,ZELLER,1952-07-01,M,PPE,Christlich Demokratische Union Deutschlands
96784,PL,Janusz Władysław,ZEMKE,1949-02-24,M,S&D,Sojusz Lewicy Demokratycznej
28615,LV,Roberts,ZĪLE,1958-06-20,M,ECR,Tēvzemei un Brīvībai/LNNK
28248,DE,Gabriele,ZIMMER,1955-05-07,F,GUE/NGL,DIE LINKE.
28301,PL,Tadeusz,ZWIEFKA,1954-12-28,M,PPE,Platforma Obywatelska
72775,FR,Rachida,DATI,1965-11-27,F,PPE,Union pour un Mouvement Populaire
28215,FR,Jacky,HÉNIN,1960-11-12,M,GUE/NGL,Front de gauche pour changer d’Europe
111011,GB,Anthea,McINTYRE,1954-06-29,F,ECR,Conservative Party
28224,DE,Markus,PIEPER,1963-05-15,M,PPE,Christlich Demokratische Union Deutschlands
111033,LV,Kārlis,ŠADURSKIS,1959-10-11,M,PPE,Vienotība
97308,EE,Vilja,SAVISAAR-TOOMAST,1962-08-15,F,ALDE,Eesti Reformierakond
96824,RO,Monica Luisa,MACOVEI,1959-02-04,F,PPE,Partidul Democrat-Liberal
58758,IT,Elisabetta,GARDINI,1956-06-03,F,PPE,Forza Italia
97017,AT,Ulrike,LUNACEK,1957-05-26,F,Verts/ALE,Die Grünen - Die Grüne Alternative
1059,DE,Hiltrud,BREYER,1957-08-22,F,Verts/ALE,Bündnis 90/Die Grünen
23805,HU,Zita,GURMAI,1965-06-01,F,S&D,Magyar Szocialista Párt
96728,DE,Barbara,LOCHBIHLER,1959-05-20,F,Verts/ALE,Bündnis 90/Die Grünen
112748,HR,Biljana,BORZAN,1971-11-29,F,S&D,Socijaldemokratska partija Hrvatske
107973,FI,Tarja,CRONBERG,1943-06-29,F,Verts/ALE,Vihreä liitto
119438,HR,Zdravka,BUŠIĆ,1950-09-06,F,PPE,Hrvatska demokratska zajednica
112755,HR,Andrej,PLENKOVIĆ,1970-04-08,M,PPE,Hrvatska demokratska zajednica
119434,HR,Dubravka,ŠUICA,1957-05-20,F,PPE,Hrvatska demokratska zajednica
119431,HR,Ruža,TOMAŠIĆ,1958-05-10,F,ECR,Hrvatska stranka prave dr. Ante Starčević
112760,HR,Nikola,VULJANIĆ,1949-06-25,M,GUE/NGL,Hrvatski laburisti - stranka rada
28390,ES,Pilar del,CASTILLO VERA,1952-07-31,F,PPE,Partido Popular
96987,ES,Ricardo,CORTÉS LASTRA,1969-09-23,M,S&D,Partido Socialista Obrero Español
107041,AT,Heinz,K. BECKER,1950-06-29,M,PPE,Österreichische Volkspartei
96842,DE,Ismail,ERTUG,1975-12-05,M,S&D,Sozialdemokratische Partei Deutschlands
96818,IT,Salvatore,IACOLINO,1963-11-18,M,PPE,Forza Italia
96781,PL,Danuta,JAZŁOWIECKA,1957-05-19,F,PPE,Platforma Obywatelska
96823,RO,Petru Constantin,LUHAN,1977-03-19,M,PPE,Partidul Democrat-Liberal
118859,MT,Roberta,METSOLA,1979-01-18,F,PPE,Partit Nazzjonalista
96890,IT,Mario,PIRILLO,1945-09-11,M,S&D,Partito Democratico
28300,PL,Zbigniew,ZALESKI,1947-04-29,M,PPE,Platforma Obywatelska
